Time (s),KCGx (g),KCGy (g),KCGz (g),IMSepOutletDp (psid)
222.24,0.054164,-0.008736,1.749455,37.987485
222.37,0.054575,-0.012683,1.746765,38.406907
222.5,0.054713,-0.011047,1.748074,38.132989
222.61,0.056239,-0.013028,1.748002,37.209485
222.75,0.056704,-0.015106,1.747655,37.684164
222.88,0.059058,-0.013166,1.749405,37.432321
223.001,0.059318,-0.011734,1.7467,36.930118
223.141,0.060235,-0.014943,1.748546,38.999032
223.271,0.058438,-0.010317,1.749577,37.958013
223.381,0.062536,-0.009784,1.753261,39.293101
223.521,0.061877,-0.00599,1.752616,36.731398
223.652,0.06223,-0.006794,1.754998,38.399487
223.772,0.063656,-0.004447,1.753591,36.559761
223.912,0.062143,-0.005501,1.75395,38.323361
224.042,0.06512,-0.001889,1.75284,37.015913
224.152,0.06516,-0.00217,1.753545,36.497247
224.303,0.064354,-0.003773,1.758362,37.905516
224.423,0.065972,-0.001801,1.75017,36.340868
224.543,0.065647,-0.002463,1.757968,36.550278
224.683,0.065931,-0.004017,1.754605,37.198077
224.813,0.066349,-0.005365,1.755692,37.766852
225.024,0.067198,-0.006829,1.758941,36.576944
225.154,0.067754,-0.009536,1.764201,36.986093
225.284,0.069885,-0.002041,1.751318,35.999751
225.404,0.067252,-0.006663,1.764677,37.380079
225.534,0.070477,-0.006438,1.754778,36.02491
225.665,0.069824,-0.006271,1.76529,36.086961
225.795,0.068636,-0.011018,1.768323,37.23803
225.915,0.070998,-0.007579,1.760766,37.966616
226.035,0.070429,-0.007952,1.769439,36.836972
226.175,0.071058,-0.006448,1.765363,36.098787
226.305,0.073064,-0.005623,1.775444,35.633128
226.416,0.071974,-0.005372,1.770814,37.746447
226.556,0.073071,-0.002424,1.777249,39.151562
226.686,0.072592,-0.004679,1.775821,36.369389
226.846,0.071745,-0.003486,1.77876,34.366583
226.976,0.073084,-0.005549,1.785214,36.054405
227.107,0.073618,-0.006374,1.780307,36.951868
227.237,0.072809,-0.005015,1.78885,36.032771
227.357,0.074374,-0.005693,1.782547,35.857331
227.487,0.073606,-0.007182,1.784188,36.49189
227.617,0.07338,-0.007019,1.787133,36.30342
227.747,0.07712,-0.002947,1.775367,37.014081
227.878,0.075773,-0.003355,1.773941,37.83572
227.998,0.076112,-0.002151,1.765569,36.821483
228.128,0.076425,-0.000451,1.765991,36.564469
228.258,0.077102,-0.00272,1.772154,35.469074
228.388,0.078442,-0.004565,1.767675,37.032562
228.509,0.07785,-0.007548,1.776207,35.822642
228.629,0.078272,-0.008707,1.777126,35.716395
228.769,0.079318,-0.011425,1.777627,34.921237
228.899,0.077817,-0.010734,1.781999,35.308892
229.009,0.079699,-0.012056,1.779647,35.467172
229.15,0.080121,-0.013587,1.776587,36.029895
229.28,0.079601,-0.012094,1.780134,36.254934
229.4,0.081364,-0.011564,1.784079,36.645301
229.54,0.080877,-0.011208,1.780989,36.042347
229.67,0.082166,-0.009058,1.782441,36.925875
229.83,0.083976,-0.005001,1.784385,36.69395
229.951,0.084054,-0.00182,1.788076,37.869412
230.081,0.085472,-0.00183,1.793452,36.553802
230.211,0.086189,0.001106,1.795092,36.628073
230.341,0.087366,0.002186,1.795594,37.466848
230.461,0.088367,0.002388,1.798412,33.997688
230.592,0.08871,0.004447,1.794712,37.45421
230.722,0.089599,0.002656,1.791319,35.014823
230.832,0.089582,0.005543,1.788776,37.198889
230.972,0.090507,0.00361,1.784559,38.075506
231.102,0.090684,0.003565,1.77808,36.178367
231.222,0.090316,0.001952,1.773158,35.663272
231.363,0.090115,-0.002183,1.770671,37.405376
231.483,0.09149,-0.00087,1.762512,36.592595
231.653,0.091567,-0.006219,1.763562,37.306434
231.773,0.091936,-0.006062,1.755369,36.271838
231.903,0.091085,-0.011507,1.760038,36.104282
232.034,0.092376,-0.012801,1.754274,35.130229
232.164,0.091455,-0.014474,1.754885,35.598161
232.294,0.092547,-0.01547,1.76233,36.277519
232.414,0.093573,-0.013263,1.749525,36.102311
232.544,0.093449,-0.019502,1.750385,36.425504
232.675,0.095214,-0.019626,1.743662,36.594242
232.805,0.095778,-0.016778,1.749741,37.396449
232.925,0.097001,-0.019425,1.75785,35.951289
233.055,0.097822,-0.015504,1.759844,37.725091
233.185,0.099139,-0.016198,1.757034,36.795721
233.316,0.100144,-0.007787,1.747572,38.163875
233.446,0.100038,-0.005689,1.756473,38.195132
233.566,0.102044,-0.004557,1.756385,37.721682
233.696,0.103619,-0.001508,1.769285,35.93515
233.806,0.104782,-0.000715,1.77,36.880496
233.956,0.106304,0.002157,1.777611,36.545315
234.087,0.105575,0.001876,1.78186,36.673521
234.197,0.107975,0.004476,1.780772,36.596097
234.337,0.107061,0.004766,1.779978,36.662576
234.467,0.10744,0.006195,1.770684,37.508052
234.627,0.107766,0.004609,1.76589,37.913747
234.758,0.109573,0.005796,1.750958,36.471508
234.888,0.108459,0.003793,1.749833,36.833888
235.008,0.109984,0.00423,1.752224,36.271374
235.138,0.110711,0.006435,1.749564,34.141035
235.268,0.110417,0.006046,1.757512,35.777681
235.398,0.110722,0.004263,1.749457,34.282017
235.519,0.11169,0.002878,1.74803,35.628305
235.649,0.110888,-0.000394,1.740484,36.100966
235.779,0.112976,-0.005061,1.742033,36.39158
235.909,0.112764,-0.005706,1.743987,36.46061
236.019,0.113824,-0.010605,1.742128,35.44846
236.16,0.113068,-0.012262,1.74636,37.841517
236.29,0.114817,-0.013791,1.743007,35.01007
236.41,0.116039,-0.014871,1.751768,35.839593
236.55,0.115043,-0.017747,1.753754,36.940297
236.67,0.117252,-0.018638,1.755706,37.486604
236.831,0.11953,-0.017635,1.761915,34.737241
236.961,0.119481,-0.019946,1.764137,35.498128
237.091,0.12067,-0.018427,1.766746,34.561269
237.221,0.121379,-0.01659,1.765877,35.061848
237.341,0.122065,-0.016891,1.758593,36.335094
237.471,0.123803,-0.014636,1.755918,35.860392
237.602,0.124315,-0.011499,1.750588,36.019391
237.732,0.124694,-0.013191,1.75451,34.428936
237.862,0.126241,-0.008472,1.769585,36.357262
237.992,0.129213,-0.012824,1.757008,34.74909
238.112,0.126009,-0.013657,1.756185,36.120444
238.243,0.129935,-0.011466,1.75755,34.21512
238.373,0.130514,-0.004606,1.75465,35.691074
238.503,0.132832,-0.002518,1.776838,36.143122
238.613,0.135424,0.004766,1.771264,35.614694
238.753,0.134166,0.008059,1.780355,35.522429
238.884,0.136627,0.005406,1.769302,34.358723
238.994,0.137487,0.008596,1.766008,34.198379
239.144,0.137318,0.006574,1.759557,35.648014
239.264,0.137916,0.007479,1.751184,36.1933
239.424,0.137902,0.006345,1.744883,35.128583
239.554,0.136726,0.005175,1.731918,34.553408
239.685,0.139451,0.004316,1.733234,35.011948
239.815,0.138571,0.001856,1.728152,35.384832
239.945,0.13979,0.003927,1.735731,35.929886
240.065,0.141927,0.005293,1.738943,35.296718
240.195,0.143088,0.004689,1.737073,35.925341
240.326,0.144377,-0.004025,1.74779,36.870061
240.456,0.145654,-0.00933,1.753791,36.000122
240.586,0.144893,-0.015263,1.75862,35.968842
240.706,0.147103,-0.021414,1.755424,35.298898
240.836,0.147768,-0.022715,1.754727,36.374861
240.967,0.14802,-0.027423,1.753143,35.675469
241.097,0.150402,-0.028212,1.763603,35.204639
241.227,0.152062,-0.028605,1.764975,34.613952
241.347,0.151125,-0.028522,1.77069,34.952031
241.477,0.154905,-0.020745,1.763287,36.978488
241.587,0.156143,-0.017765,1.74982,36.30342
241.738,0.155783,-0.013557,1.74437,35.663504
241.858,0.157009,-0.0117,1.73046,34.55786
241.978,0.15706,-0.006488,1.722896,35.838851
242.118,0.1584,-0.003291,1.711609,35.674286
242.248,0.160926,-0.003014,1.708998,35.932159
242.429,0.161255,-0.002031,1.710174,35.972737
242.549,0.162272,-0.001114,1.70534,35.006035
242.679,0.166019,0.001426,1.700689,35.621627
242.809,0.165818,0.000016,1.700175,35.235966
242.939,0.166481,0.001695,1.695178,35.169208
243.06,0.16864,-0.000606,1.701767,35.504806
243.19,0.172243,0.005724,1.708186,33.873378
243.32,0.178053,0.004698,1.730172,36.515009
243.45,0.17839,0.004013,1.733755,33.998893
243.58,0.178124,-0.00057,1.73159,33.868856
243.69,0.180284,-0.001118,1.720154,34.708929
243.831,0.180511,-0.00143,1.702702,35.655829
243.961,0.180281,-0.005614,1.697701,34.040724
244.071,0.179973,-0.008965,1.697345,35.76669
244.221,0.179206,-0.010378,1.688055,35.720013
244.341,0.179472,-0.007828,1.662693,35.550023
244.462,0.177905,-0.012275,1.644869,35.113163
244.602,0.177406,-0.012801,1.623169,35.809843
244.732,0.174055,-0.014072,1.611331,34.093198
244.922,0.171793,-0.014317,1.593003,35.515913
245.052,0.167291,-0.014828,1.537719,36.671017
245.183,0.158486,-0.018976,1.452911,35.372543
245.313,0.148706,-0.015018,1.399789,35.715909
245.433,0.134819,-0.019493,1.314785,34.906513
245.563,0.122242,-0.022594,1.199172,33.590648
245.693,0.10784,-0.020938,1.075417,34.697613
245.823,0.097162,-0.01806,0.971505,35.929886
245.944,0.082984,-0.015508,0.883447,35.983218
246.064,0.073052,-0.01292,0.801879,35.758296
246.204,0.063131,-0.009213,0.702433,34.497201
246.334,0.056906,-0.004814,0.606844,33.944425
246.444,0.051831,0.000386,0.531767,35.65249
246.585,0.045878,0.002245,0.477433,36.78466
246.715,0.040914,0.002385,0.444298,36.524145
246.835,0.03717,0.00479,0.404959,34.529687
246.975,0.034879,0.004708,0.371171,37.470465
247.105,0.03301,0.002928,0.333966,35.093059
247.326,0.026805,-0.000009,0.315494,32.880751
247.446,0.023875,-0.001244,0.308493,38.215746
247.586,0.022449,-0.003406,0.297892,36.897145
247.706,0.020532,-0.00165,0.289348,36.910663
247.826,0.018382,-0.003935,0.287898,35.040863
247.967,0.016288,-0.006499,0.291773,36.453491
248.097,0.013255,-0.008579,0.289486,37.480436
248.257,0.010632,-0.004087,0.27002,35.586219
248.387,0.010974,-0.007943,0.249275,37.027855
248.507,0.008285,-0.005612,0.227669,34.273786
248.638,0.007889,-0.004322,0.222656,34.801194
248.768,0.006265,-0.007074,0.210564,34.905701
248.898,0.00452,-0.007111,0.197935,34.685115
249.028,0.004702,-0.009422,0.188906,37.065952
249.148,0.003279,-0.006793,0.181748,35.344346
249.278,0.002183,-0.005764,0.177015,35.189869
249.409,0.002295,-0.004075,0.171662,35.282527
249.539,0.000143,0.000023,0.160545,35.595842
249.649,0.000849,-0.001709,0.150631,34.128537
249.789,0.000462,-0.001412,0.144181,35.170623
249.919,-0.000252,0.002251,0.142582,34.451266
250.03,-0.000474,0.000439,0.142015,33.955045
250.18,-0.000669,0.002989,0.138915,34.788371
250.3,-0.000448,0.005175,0.136294,33.832752
250.42,0.000082,0.005399,0.128619,34.445886
250.56,-0.000301,0.005555,0.1331,33.692906
250.69,-0.001551,0.006177,0.131541,34.434362
250.851,-0.000542,0.006689,0.126442,34.874143
250.971,-0.00068,0.004286,0.123666,33.679944
251.101,-0.00029,0.004456,0.126144,34.602914
251.231,-0.001311,0.003211,0.129663,35.623459
251.361,-0.001839,0.001959,0.13219,35.295118
251.492,-0.001418,-0.001255,0.132016,33.888728
251.612,-0.001725,0.002135,0.126622,37.125221
251.742,-0.001457,0.002658,0.118209,35.008864
251.872,-0.001427,0.001993,0.118299,34.204686
252.002,-0.001363,0.006247,0.117967,33.771791
252.133,-0.001333,0.003696,0.110764,35.827999
252.243,-0.000695,0.004641,0.102588,34.971091
252.383,-0.000767,0.003816,0.090588,34.366467
252.513,-0.00129,0.003438,0.083041,35.501467
252.643,-0.001443,0.003444,0.07346,35.095819
252.773,-0.000747,0.002141,0.06544,37.974013
252.894,-0.001254,0.002177,0.056625,37.246493
253.014,-0.000685,0.000532,0.052975,35.121835
253.154,-0.001049,0.000137,0.052322,34.778701
253.284,-0.001267,-0.000886,0.047038,34.684118
253.404,-0.001304,-0.002583,0.042542,35.680964
253.545,-0.00057,-0.002555,0.033453,35.377551
253.675,-0.00038,-0.003723,0.028042,34.758876
253.785,-0.000111,-0.002794,0.025954,36.364473
253.925,-0.000912,-0.001831,0.026638,36.529687
254.055,-0.000482,-0.001813,0.02752,37.430419
254.175,-0.000114,-0.000899,0.024488,37.338642
254.316,0.000042,0.00004,0.02218,35.686506
254.446,0.000421,-0.00011,0.023057,35.041188
254.556,0.000101,-0.001356,0.023884,35.171318
254.696,-0.000083,0.000477,0.027251,34.341285
254.826,0.000609,-0.00004,0.027914,36.672733
255.027,0.00019,0.000144,0.031012,36.624757
255.157,0,0.000501,0.035638,34.717138
255.277,0.000693,0.001006,0.037357,34.217277
255.407,0.000314,-0.000111,0.04017,33.980158
255.537,0.000334,-0.000461,0.041699,33.604816
255.668,0.0007,0.000617,0.04164,35.030893
255.798,0.000292,-0.000625,0.044686,35.631018
255.918,0.000095,-0.000945,0.044724,34.121951
256.048,0.000234,0.000199,0.04578,33.002302
256.178,0.000406,0.000049,0.04523,34.439764
256.309,0.000688,-0.000478,0.043922,33.8958
256.429,0.000688,0.000883,0.04326,35.681382
256.559,0.000495,0.000134,0.041351,36.157498
256.689,0.000851,0.000221,0.038258,35.389331
256.819,0.000793,0.001434,0.034448,35.166031
256.929,0.000401,0.002225,0.0296,35.947323
257.07,0.000703,0.002028,0.026749,35.965943
257.2,0.000516,0.001828,0.02279,34.219897
257.32,0.001384,0.002586,0.017699,33.240998
257.46,0.001686,0.002817,0.012613,33.633476
257.59,0.001024,0.003679,0.009227,33.89165
257.741,0.001482,0.002346,0.00606,35.960332
257.871,0.001532,0.003103,-0.000261,34.512041
258.001,0.001267,0.002369,-0.001947,34.036272
258.131,0.001595,0.00251,-0.005611,34.219109
258.261,0.001741,0.002212,-0.009425,34.653116
258.392,0.001138,0.001715,-0.011518,33.767548
258.512,0.001663,0.002811,-0.015465,34.417249
258.642,0.001967,0.002321,-0.020566,33.688408
258.772,0.001949,0.003121,-0.027149,34.598879
258.902,0.002489,0.002129,-0.028676,33.815315
259.022,0.001607,0.00182,-0.027334,32.630183
259.153,0.001148,0.000933,-0.024182,33.930304
259.283,0.00209,0.000765,-0.022727,34.862641
259.413,0.001538,-0.000491,-0.025322,35.379035
259.523,0.001212,-0.000679,-0.02057,36.942037
259.663,0.001709,-0.001836,-0.021308,34.102497
259.794,0.000508,-0.002987,-0.017237,35.71454
259.914,0.000699,-0.002416,-0.016129,32.743433
260.054,0.001218,-0.002771,-0.012383,35.224117
260.184,0.001435,-0.002373,-0.008044,34.3587
260.294,0.000696,-0.000331,-0.00316,36.476123
260.434,0.000692,-0.001667,-0.001745,35.494348
260.565,0.000603,-0.002487,-0.006141,35.321228
260.685,0.000938,-0.002388,-0.006993,36.021339
260.825,0.000774,-0.002711,-0.006972,33.277774
260.955,-0.000421,-0.003504,-0.003116,33.476494
261.125,0.000641,-0.001379,-0.0012,35.094961
261.256,0.000714,-0.002353,-0.001008,33.882421
261.376,0.00052,-0.001907,0.002344,35.202622
261.506,0.000216,-0.002958,0.009964,34.362247
261.626,-0.000495,-0.002674,0.009147,34.742436
261.766,-0.000096,-0.002042,0.008204,34.768267
261.897,0.000731,-0.002119,0.002501,35.250111
262.007,0.000047,-0.000943,0.000068,35.523357
262.147,-0.000633,0.00025,0.00038,35.185788
262.277,0.000762,-0.000669,0.002064,36.579842
262.397,-0.000805,0.000107,0.003916,33.856984
262.538,-0.000342,-0.000105,0.001506,33.703758
262.668,-0.000253,-0.000924,-0.00078,34.254447
262.828,-0.000878,0.000683,-0.002288,34.222123
262.948,-0.00044,-0.000311,-0.004099,36.934686
263.088,-0.000758,-0.000956,-0.007998,34.686947
263.219,-0.000347,-0.000207,-0.012355,33.929144
263.329,-0.000491,-0.000152,-0.015052,36.145835
263.469,-0.000434,-0.001798,-0.016747,34.627493
263.599,-0.000666,-0.001402,-0.016284,33.425133
263.719,-0.000919,-0.000814,-0.015721,34.821344
263.859,-0.000794,-0.001869,-0.013,35.298666
263.99,-0.001199,-0.001252,-0.011432,34.588538
264.15,-0.00147,-0.000047,-0.011489,35.095424
264.28,-0.001541,-0.002469,-0.012556,33.395939
264.4,-0.001612,-0.002268,-0.01283,35.164061
264.53,-0.001878,-0.001602,-0.012889,33.447579
264.661,-0.002457,-0.001982,-0.009768,36.977699
264.791,-0.001441,-0.001848,-0.008836,35.095123
264.921,-0.00303,0.000025,-0.006834,35.016794
265.041,-0.002718,-0.000525,-0.001131,34.011832
265.171,-0.003229,-0.000135,0.002503,34.98134
265.301,-0.00388,-0.000117,0.005055,33.858352
265.432,-0.003427,0.000475,0.007219,34.722819
265.562,-0.004123,-0.000386,0.008776,34.307199
265.682,-0.003828,-0.000615,0.00828,35.581744
265.812,-0.003908,0.000014,0.007042,33.726204
265.922,-0.004112,-0.00065,0.006286,34.88569
266.073,-0.00424,-0.001017,0.0046,33.425527
266.193,-0.004314,-0.001697,0.003025,33.945167
266.313,-0.005228,-0.002364,0.004156,33.191677
266.453,-0.004611,-0.002529,0.003371,33.072051
266.583,-0.005633,-0.002562,0.004302,34.267989
266.704,-0.005603,-0.002046,0.007804,35.485398
266.844,-0.005777,-0.003002,0.003645,36.265113
266.964,-0.005651,-0.000959,0.002615,34.039032
267.124,-0.006148,-0.001353,0.003943,33.640409
267.254,-0.006031,-0.000293,0.000866,32.624456
267.384,-0.006631,0.000456,0.00484,34.016493
267.515,-0.006821,0.000531,0.005686,34.031658
267.635,-0.006862,0.002462,0.005144,33.477306
267.765,-0.00672,0.002798,-0.0005,33.872798
267.895,-0.006075,0.000149,0.001399,34.280441
268.025,-0.00791,0.001579,-0.001718,34.611888
268.156,-0.007219,0.001721,-0.001472,32.494418
268.286,-0.00711,0.000268,0.002563,33.303907
268.406,-0.008832,0.003189,0.003621,34.136954
268.536,-0.007754,0.004926,0.007957,33.781252
268.666,-0.007068,0.002016,0.001135,34.748951
268.787,-0.009611,0.004995,0.003318,35.347082
268.907,-0.007422,0.003737,0.004474,33.645881
269.047,-0.009107,0.002194,0.00288,34.981363
269.177,-0.010121,0.002061,0.002789,33.776916
269.337,-0.009025,0.001522,0.001473,32.905052
269.457,-0.010278,-0.000895,0.002578,32.421794
269.588,-0.010814,-0.001596,0.000328,33.956784
269.718,-0.010595,-0.001442,-0.001857,32.913655
269.848,-0.011514,-0.001751,-0.001232,33.537293
269.978,-0.011645,-0.002046,-0.004935,33.282574
270.098,-0.011906,-0.00055,0.001609,35.659562
270.229,-0.012889,-0.000695,0.010317,36.749531
270.359,-0.012876,-0.003075,0.010267,34.945909
270.489,-0.013189,-0.000819,0.019039,35.198123
270.619,-0.013178,0.000673,0.020312,34.622299
270.729,-0.012522,-0.002805,0.019384,34.576364
270.87,-0.013701,0.001448,0.030229,35.505502
271,-0.01388,0.000751,0.046078,33.587262
271.11,-0.013129,0.001598,0.071575,35.207236
271.25,-0.012902,0.000655,0.109342,35.748812
271.38,-0.01186,-0.001943,0.143743,34.460703
271.5,-0.010479,-0.003382,0.183649,35.225787
271.641,-0.008478,-0.005156,0.227902,36.291802
271.771,-0.007443,-0.003932,0.275729,34.76196
271.881,-0.006824,-0.004696,0.323551,34.671898
272.031,-0.005646,-0.003275,0.381928,34.793658
272.151,-0.002073,-0.003112,0.438813,34.051182
272.272,0.004711,-0.004944,0.491457,34.683793
272.412,0.009654,-0.004547,0.542665,35.702089
272.542,0.013954,-0.003184,0.591368,33.442292
272.712,0.021829,-0.003676,0.657792,33.261913
272.852,0.025885,-0.002144,0.701772,34.08979
272.983,0.030606,0.002279,0.744685,33.945098
273.103,0.03552,0.003247,0.798409,31.852903
273.243,0.041075,0.001795,0.841525,33.986905
273.373,0.045684,0.007772,0.898386,33.19446
273.483,0.049933,0.008699,0.933454,33.819744
273.623,0.050403,0.010468,0.97499,33.116943
273.754,0.058949,0.009182,1.017907,33.25134
273.924,0.066267,0.007269,1.06976,32.273786
274.054,0.071132,0.00382,1.123703,34.520899
274.184,0.075409,0.00403,1.160353,33.93515
274.314,0.084802,0.0002,1.191155,33.394455
274.425,0.089083,-0.002099,1.219316,32.694298
274.565,0.09496,-0.001437,1.245803,34.201602
274.695,0.098245,-0.00531,1.275542,31.544481
274.825,0.101095,-0.007605,1.301615,32.99261
274.955,0.107102,-0.007576,1.319632,32.772325
275.076,0.108502,-0.009348,1.331704,33.446512
275.196,0.111936,-0.013962,1.339644,34.116688
275.336,0.115025,-0.014215,1.353451,35.13445
275.466,0.115214,-0.016757,1.363181,34.456993
275.586,0.116334,-0.018179,1.367587,32.786006
275.726,0.113949,-0.016366,1.368738,32.225207
275.857,0.112235,-0.016036,1.368115,31.463996
275.967,0.110611,-0.014198,1.365797,34.758505
276.107,0.109006,-0.01165,1.370198,32.230865
276.237,0.108547,-0.009475,1.368489,32.239491
276.407,0.110294,-0.004437,1.376272,33.048029
276.548,0.110981,-0.006119,1.382971,34.445098
276.678,0.110475,-0.001575,1.380003,34.87398
276.798,0.107421,-0.001965,1.378813,33.731839
276.938,0.104678,-0.000834,1.374559,34.966454
277.068,0.102134,0.000556,1.377123,34.488575
277.179,0.099006,-0.005015,1.38352,33.683423
277.329,0.098576,-0.001842,1.38652,33.680988
277.449,0.099244,-0.003928,1.396068,35.63278
277.569,0.102005,-0.004516,1.405269,33.565744
277.709,0.102404,-0.005405,1.41206,34.733462
277.84,0.102599,-0.006511,1.427156,33.470326
278.01,0.101853,-0.011592,1.438457,34.443196
278.15,0.103241,-0.012034,1.443416,35.45792
278.28,0.100712,-0.011791,1.451258,34.289275
278.39,0.100052,-0.019149,1.457143,34.89318
278.541,0.099868,-0.019458,1.462437,33.904774
278.661,0.098411,-0.019972,1.463294,34.216535
278.821,0.100634,-0.025093,1.47364,36.048283
278.951,0.100929,-0.022955,1.484783,35.815871
279.081,0.100479,-0.024342,1.499651,36.919127
279.211,0.100691,-0.024934,1.502436,35.979624
279.332,0.098297,-0.024843,1.501902,35.446025
279.462,0.095909,-0.021055,1.4935,35.645719
279.592,0.095525,-0.018333,1.490785,34.517467
279.722,0.092759,-0.015773,1.489977,34.741438
279.852,0.091707,-0.010295,1.487933,33.814411
279.983,0.091214,-0.007607,1.484491,33.693486
280.103,0.089276,-0.005208,1.483411,34.543205
280.233,0.089932,-0.002541,1.483161,34.930396
280.363,0.087964,-0.003086,1.486202,32.689962
280.493,0.086144,-0.003094,1.486357,34.122693
280.603,0.087407,-0.003158,1.493125,32.547959
280.744,0.086806,-0.003306,1.496156,34.404774
280.874,0.08626,-0.005925,1.501293,33.523635
280.994,0.085395,-0.00426,1.503476,35.926895
281.134,0.084254,-0.006871,1.506789,35.398954
281.254,0.083899,-0.007244,1.507119,35.042417
281.375,0.083817,-0.0058,1.512377,36.260197
281.515,0.082905,-0.006607,1.510948,35.901017
281.645,0.081336,-0.007074,1.51808,36.260035
281.925,0.080213,-0.005041,1.518209,35.515009
282.056,0.078587,-0.008121,1.517231,33.201416
282.186,0.077533,-0.006562,1.51946,34.546544
282.306,0.075387,-0.005491,1.517448,34.757021
282.426,0.076422,-0.007256,1.520028,36.284521
282.566,0.075743,-0.006583,1.519852,36.953816
282.697,0.075193,-0.007906,1.529673,35.528481
282.807,0.075027,-0.008102,1.537962,35.525188
282.947,0.075525,-0.008454,1.54668,33.818631
283.077,0.07545,-0.009037,1.550337,34.705219
283.197,0.073636,-0.01487,1.547681,34.19504
283.337,0.072695,-0.020365,1.549335,35.173892
283.468,0.071952,-0.022034,1.543741,35.845088
283.578,0.071256,-0.023504,1.541362,34.989966
283.718,0.069283,-0.020301,1.540258,35.712755
283.848,0.070599,-0.022706,1.53962,33.11154
284.028,0.067952,-0.02193,1.533879,34.713706
284.149,0.066811,-0.019219,1.525032,35.17788
284.279,0.065221,-0.016095,1.532514,36.466477
284.409,0.066846,-0.016942,1.52957,35.650148
284.539,0.065707,-0.007226,1.535464,34.54942
284.669,0.064844,-0.013766,1.531079,35.537965
284.79,0.065928,-0.005403,1.532118,35.134844
284.91,0.064089,-0.0067,1.527208,35.443242
285.05,0.06259,-0.007629,1.518898,36.162205
285.18,0.061658,-0.00583,1.515882,36.619192
285.29,0.058724,-0.009653,1.496867,36.188129
285.43,0.058604,-0.003297,1.485117,35.783408
285.561,0.057619,-0.005045,1.472493,36.788602
285.681,0.054388,0.000526,1.464273,37.615088
285.821,0.053944,0.00339,1.448159,36.162321
285.951,0.052847,0.004841,1.435307,34.245821
286.121,0.05163,0.002767,1.430589,35.387313
286.252,0.050532,0.001806,1.419616,35.325657
286.382,0.048272,0.005058,1.422312,35.880751
286.512,0.047445,-0.000279,1.411583,35.553964
286.632,0.046939,-0.005129,1.399006,35.449503
286.762,0.044631,-0.008505,1.394491,36.29695
286.893,0.043023,-0.010639,1.376037,37.667608
287.023,0.041764,-0.012361,1.378269,37.025095
287.153,0.041482,-0.012101,1.376998,34.737473
287.273,0.041218,-0.012016,1.383142,35.206587
287.383,0.039595,-0.012782,1.384877,34.665174
287.533,0.040114,-0.016823,1.384746,35.136652
287.664,0.038782,-0.016652,1.380337,33.980065
287.774,0.039002,-0.018791,1.38538,36.386177
287.914,0.038418,-0.017809,1.384382,35.12158
288.044,0.037805,-0.019442,1.394421,34.488691
288.325,0.038819,-0.018541,1.403061,35.788718
288.435,0.037114,-0.018211,1.415306,36.260058
288.585,0.038021,-0.017851,1.421056,33.957364
288.705,0.039732,-0.018498,1.431937,35.837714
288.825,0.038887,-0.016535,1.433556,36.885365
288.966,0.039572,-0.016217,1.436086,36.800892
289.096,0.038611,-0.012551,1.442492,35.843766
289.256,0.039077,-0.013004,1.450322,35.69017
289.386,0.040808,-0.010291,1.457032,35.767154
289.506,0.041384,-0.007876,1.459978,36.781461
289.636,0.041881,-0.008006,1.456275,35.499566
289.767,0.042453,-0.003468,1.45613,35.561686
289.897,0.042852,0.002522,1.45976,34.578984
290.017,0.042974,0.003883,1.463739,34.904403
290.147,0.04285,0.006609,1.464257,33.827605
290.277,0.043305,0.007443,1.474438,35.109894
290.408,0.042483,0.009323,1.474672,35.771606
290.528,0.041932,0.007392,1.484945,34.470651
290.648,0.042025,0.0071,1.488513,34.369691
290.788,0.042661,0.00722,1.493144,35.893458
290.918,0.042208,0.003221,1.501586,37.046475
291.049,0.04213,0.003428,1.501091,35.747351
291.169,0.041824,-0.001793,1.508382,37.317471
291.299,0.041503,-0.003642,1.50852,35.637765
291.419,0.040076,-0.006095,1.514419,35.274736
291.559,0.039358,-0.010343,1.5228,36.007681
291.689,0.038576,-0.014281,1.520076,35.725091
291.85,0.038703,-0.015827,1.527586,35.53873
291.97,0.037769,-0.016695,1.527665,35.141893
292.1,0.03876,-0.020031,1.532845,35.227595
292.23,0.038303,-0.018086,1.538347,36.41333
292.36,0.038268,-0.018566,1.538263,36.581628
292.481,0.038761,-0.017713,1.54486,36.702529
292.611,0.037654,-0.014561,1.538801,35.771072
292.741,0.038633,-0.01352,1.555203,37.250111
292.871,0.037922,-0.011566,1.551831,36.339198
293.001,0.037673,-0.01081,1.558832,36.629116
293.121,0.038182,-0.007288,1.55752,36.027971
293.242,0.038812,-0.009047,1.545346,38.782597
293.382,0.038006,-0.009953,1.54233,38.554776
293.512,0.036565,-0.011614,1.527592,38.713288
293.622,0.036243,-0.015383,1.516481,37.327117
293.762,0.035293,-0.013833,1.485795,36.892832
293.893,0.033241,-0.015042,1.476158,35.455857
294.053,0.031895,-0.011596,1.428486,34.560527
294.183,0.03225,-0.011111,1.38933,35.054707
294.313,0.032845,-0.007656,1.357702,35.944193
294.433,0.034039,-0.006681,1.333507,35.816729
294.564,0.033487,-0.003775,1.314558,37.671388
294.694,0.035147,-0.000798,1.30848,35.566857
294.824,0.037206,0.001028,1.304433,36.777751
294.954,0.037564,0.002656,1.306263,36.235873
295.074,0.038316,0.001094,1.299849,36.612862
295.204,0.037661,0.001414,1.277691,36.510464
