Time (s),KCGx (g),KCGy (g),KCGz (g),IMSepOutletDp (psid)
73.416,0.076487,-0.002148,1.768775,36.489595
73.556,0.077207,-0.003177,1.763589,37.001212
73.686,0.078527,-0.001861,1.760217,35.076202
73.796,0.079388,-0.005157,1.750257,35.43988
73.936,0.077966,-0.003717,1.750184,36.238679
74.067,0.078825,-0.000279,1.75389,35.433295
74.227,0.07891,-0.00818,1.746495,36.452007
74.357,0.081678,-0.000509,1.750241,37.445538
74.487,0.0821,-0.001848,1.748271,37.0599
74.617,0.081161,-0.00553,1.741584,37.67417
74.737,0.081467,-0.002009,1.747392,36.945932
74.868,0.083043,-0.001841,1.743926,36.406327
74.998,0.082681,-0.0012,1.752094,35.56535
75.128,0.083804,0.00306,1.750673,36.51422
75.248,0.085039,0.002162,1.757748,35.233346
75.378,0.084551,-0.002903,1.760156,36.883696
75.509,0.084927,-0.000617,1.758309,37.314295
75.639,0.087307,-0.003587,1.763367,38.044504
75.769,0.088086,-0.006163,1.769275,35.14136
75.899,0.088051,-0.008214,1.775023,36.375766
76.009,0.088365,-0.005369,1.780195,35.312254
76.15,0.089803,-0.005671,1.777616,37.127539
76.28,0.090356,-0.004129,1.781652,34.66886
76.39,0.090432,-0.004118,1.786108,35.252476
76.53,0.09104,-0.006896,1.785562,35.947463
76.66,0.091073,-0.000532,1.778219,34.412101
76.83,0.094719,0.002915,1.781446,36.666889
76.941,0.093267,0.003293,1.782383,35.962535
77.091,0.09371,0.003615,1.779689,38.001351
77.211,0.09558,0.004141,1.770609,38.543089
77.331,0.095464,0.00685,1.764136,37.20872
77.471,0.097513,-0.001418,1.770519,36.299872
77.602,0.095748,-0.009382,1.770716,37.68428
77.822,0.096487,-0.01152,1.773601,35.603888
77.932,0.095299,-0.008952,1.766684,36.581674
78.082,0.097623,-0.016059,1.764474,36.241137
78.212,0.095978,-0.015076,1.767688,35.345737
78.323,0.098351,-0.012861,1.762158,36.534672
78.463,0.098757,-0.008922,1.761791,35.515334
78.593,0.099706,-0.011561,1.749954,35.899093
78.753,0.099955,-0.007076,1.742712,37.895777
78.883,0.100443,-0.006076,1.743017,33.77316
79.004,0.102058,-0.006354,1.747491,37.018093
79.134,0.103209,-0.001243,1.754346,35.745334
79.264,0.104039,0.001132,1.755551,36.524956
79.394,0.10562,0.001651,1.762099,35.296255
79.524,0.106244,0.005988,1.757985,35.812185
79.645,0.107492,0.005657,1.764208,36.993722
79.775,0.108062,0.008023,1.754848,35.933619
79.905,0.106393,0.006104,1.756686,37.957016
80.035,0.108308,0.007072,1.752468,34.932391
80.145,0.109612,0.005553,1.747639,35.329877
80.285,0.108656,0.004789,1.752982,34.740488
80.416,0.112028,0.004966,1.744444,36.391162
80.526,0.109677,-0.002334,1.750723,35.827512
80.676,0.109901,-0.002934,1.740097,35.773391
80.796,0.111764,-0.003616,1.740093,37.141499
81.027,0.113989,-0.005148,1.759099,37.540307
81.137,0.113825,-0.000932,1.763884,38.485722
81.277,0.11671,-0.008786,1.769123,34.579077
81.407,0.115398,-0.005205,1.75562,35.632479
81.527,0.117068,-0.00428,1.766084,35.306225
81.667,0.118943,-0.007603,1.760026,36.560712
81.798,0.11643,-0.006,1.769603,35.469723
81.908,0.120335,-0.007184,1.766107,36.025536
82.048,0.119676,-0.000578,1.748607,34.602636
82.178,0.119532,-0.006083,1.743837,35.339917
82.338,0.121426,-0.008476,1.747492,35.521757
82.469,0.123566,-0.009863,1.754395,37.274736
82.599,0.121939,-0.012231,1.762252,37.260012
82.729,0.125319,-0.00942,1.755679,36.264719
82.849,0.125319,-0.014814,1.767959,38.3219
82.979,0.1271,-0.011999,1.77408,33.945492
83.11,0.129168,-0.012515,1.778528,35.497085
83.24,0.129186,-0.014233,1.789345,35.934617
83.36,0.132343,-0.013139,1.781732,36.504087
83.49,0.134349,-0.018311,1.797115,38.062706
83.62,0.133401,-0.01505,1.799252,36.400438
83.73,0.135483,-0.016616,1.808213,36.339245
83.871,0.137043,-0.01306,1.812789,35.261055
84.001,0.137956,-0.014209,1.81295,37.000424
84.131,0.140405,-0.012052,1.822156,35.305669
84.261,0.140252,-0.003931,1.815057,36.487462
84.391,0.14115,-0.003605,1.804904,35.451845
84.502,0.139622,-0.003978,1.785798,35.858097
84.642,0.140561,0.000168,1.766602,36.247583
84.772,0.141581,0.002113,1.758627,34.632084
84.932,0.140879,0.007352,1.748261,35.757253
85.062,0.140281,0.006488,1.747786,35.804556
85.193,0.142915,0.010437,1.736947,37.047773
85.323,0.144362,0.002947,1.742761,35.566741
85.443,0.144465,-0.002321,1.740853,35.263536
85.573,0.145982,-0.007153,1.759731,33.998059
85.703,0.148471,-0.009147,1.768202,35.056538
85.833,0.148593,-0.007761,1.764799,35.025328
85.954,0.151114,-0.0158,1.768242,37.80277
86.084,0.150938,-0.020437,1.76989,36.796138
86.214,0.151541,-0.020176,1.765864,35.776104
86.324,0.15233,-0.024251,1.750586,36.298944
86.464,0.152212,-0.02372,1.738902,36.330897
86.595,0.154775,-0.02982,1.741393,36.31979
86.705,0.155927,-0.027788,1.74832,35.857749
86.855,0.157921,-0.023437,1.756338,35.569825
86.975,0.160937,-0.018809,1.76166,36.622276
87.145,0.164398,-0.016647,1.772371,35.279258
87.265,0.168345,-0.009265,1.768625,35.442176
87.396,0.171335,-0.006705,1.782855,35.704709
87.526,0.173877,-0.0031,1.798257,35.567761
87.656,0.177915,0.001944,1.804203,35.902664
87.776,0.180352,0.005407,1.810447,36.608641
87.906,0.183512,0.008098,1.809242,36.824845
88.037,0.184977,0.007667,1.825763,33.134751
88.167,0.186821,0.012712,1.818001,36.43413
88.297,0.189408,0.012822,1.820283,34.487137
88.417,0.188294,0.014233,1.806702,36.24058
88.547,0.188884,0.00962,1.792954,35.118821
88.678,0.187506,0.005591,1.781275,35.248859
88.808,0.18589,0.005699,1.754938,34.970998
88.918,0.184284,-0.001448,1.74141,33.010951
89.058,0.181643,-0.003549,1.708859,34.038637
89.188,0.179272,-0.009753,1.689572,32.242575
89.308,0.177965,-0.008404,1.672008,33.489873
89.449,0.179203,-0.010329,1.660013,33.983566
89.569,0.179731,-0.01318,1.657439,34.875441
89.739,0.180499,-0.011529,1.646611,34.204918
89.859,0.181957,-0.014163,1.646344,34.767919
89.989,0.183631,-0.018329,1.649336,34.33201
90.12,0.182308,-0.018257,1.662509,34.767154
90.25,0.181169,-0.019912,1.639113,34.664385
90.37,0.174989,-0.019873,1.563022,36.027136
90.5,0.163752,-0.020331,1.490599,35.82677
90.63,0.149116,-0.0189,1.402416,35.662113
90.761,0.133805,-0.020157,1.288552,35.864751
90.891,0.118646,-0.014114,1.163281,38.78146
91.011,0.103403,-0.01501,1.04567,35.0388
91.141,0.089264,-0.012381,0.931607,36.166101
91.271,0.077456,-0.010668,0.830457,35.810306
91.401,0.066086,-0.008561,0.727658,38.28473
91.532,0.058672,-0.008179,0.646963,36.641777
91.652,0.051323,-0.00652,0.559647,35.720964
91.782,0.045347,-0.005929,0.484629,34.675562
91.892,0.039641,-0.003158,0.406247,35.631876
92.042,0.036974,-0.005339,0.341196,35.221149
92.173,0.033053,-0.004825,0.291916,36.467566
92.283,0.03143,0.002429,0.25605,36.061385
92.423,0.028524,-0.00128,0.238294,35.829228
92.553,0.025904,-0.000957,0.215564,36.623505
92.673,0.022079,-0.000759,0.199607,36.077361
92.813,0.020999,-0.002148,0.180953,35.282736
92.944,0.019271,0.004347,0.171307,34.920008
93.114,0.01648,0.001355,0.164826,33.942153
93.254,0.01386,0.004505,0.158517,34.853088
93.384,0.011434,0.002731,0.146128,34.721775
93.545,0.010488,0.003445,0.128283,35.149893
93.665,0.009321,0.004266,0.118335,35.293194
93.795,0.008132,0.004566,0.105686,34.554266
93.925,0.007208,0.005445,0.0934,34.162762
94.055,0.006562,0.00235,0.079187,33.622276
94.175,0.005486,0.004725,0.071376,35.030591
94.306,0.004216,0.003117,0.073308,34.653974
94.436,0.003319,0.004776,0.059236,35.303443
94.566,0.002661,0.003619,0.049722,34.632432
94.686,0.002449,0.002914,0.050797,35.154785
94.816,0.001683,0.004613,0.043693,35.449364
94.927,0.000856,0.001819,0.054324,36.196779
95.077,0.000038,0.005805,0.052834,35.720848
95.207,-0.000478,0.004452,0.046622,34.248441
95.317,0.000688,0.007018,0.040326,34.756603
95.457,0.001597,0.00688,0.033161,35.328555
95.587,0.000509,0.00455,0.036848,34.559483
95.708,-0.000363,0.005615,0.032775,35.435382
95.848,0.001153,0.00261,0.030167,36.195851
95.978,0.000037,0.004513,0.018728,35.737125
96.088,0.001582,0.003314,0.017566,35.266551
96.228,0.000011,0.00279,0.017195,34.535182
96.359,-0.000829,0.002406,0.021467,35.292058
96.529,0.001188,0.002756,0.015411,35.897122
96.659,0.000123,0.003352,0.007011,35.484957
96.789,0.000625,0.002076,0.013806,35.479253
96.919,0.000129,0.002975,0.018089,35.139389
97.03,-0.001452,-0.000653,0.024181,35.154553
97.17,-0.000217,-0.000228,0.023321,36.486951
97.3,0.000058,0.004301,0.023091,35.38511
97.41,0.000019,0.006086,0.025017,34.63911
97.56,-0.000065,0.006934,0.023167,34.239931
97.68,-0.00005,0.006416,0.025898,35.510093
97.841,0.000784,0.00768,0.014148,35.660698
97.971,0.000878,0.005803,0.01069,35.241763
98.101,0.000512,0.005866,0.011259,34.604166
98.231,0.000621,0.005744,0.005309,34.529571
98.351,0.000673,0.003997,0.001124,34.165684
98.482,0.000959,0.004605,-0.011064,34.738934
98.612,0.001732,0.003439,-0.017533,33.325054
98.742,0.001592,0.002226,-0.024765,34.15511
98.872,0.001363,0.000746,-0.026206,33.017142
98.992,0.001582,0.001173,-0.027016,34.669394
99.123,0.001938,0.000719,-0.036847,35.997548
99.253,0.002525,0.000116,-0.050547,35.896565
99.383,0.003371,0.001918,-0.053972,34.399719
99.513,0.002922,0.000678,-0.049507,33.581836
99.623,0.002988,-0.000532,-0.047119,33.925388
99.763,0.002687,-0.00147,-0.041992,36.185254
99.894,0.003078,-0.003484,-0.03763,32.908832
100.014,0.002751,-0.002945,-0.034466,35.802631
100.154,0.001728,-0.003521,-0.027484,36.056353
100.284,0.001688,-0.00332,-0.019434,36.693741
100.394,0.002374,-0.003133,-0.013903,34.433666
100.535,0.001815,-0.003631,-0.008257,36.213033
100.665,0.001994,-0.002658,-0.001205,35.035855
100.835,0.001815,-0.001918,0.002949,34.487879
100.945,0.001737,-0.001912,0.003694,33.256256
101.085,0.002188,-0.001702,0.010716,33.247653
101.216,0.001526,-0.000892,0.013923,33.95908
101.426,0.001444,-0.00218,0.024754,34.401643
101.556,0.000891,-0.001365,0.023925,35.406513
101.676,0.002168,-0.000612,0.022963,34.216442
101.806,0.002369,0.000043,0.022848,33.201115
101.937,0.000982,-0.001209,0.025096,33.502835
102.067,0.002069,0.00053,0.024915,34.97705
102.197,0.001757,0.000413,0.021201,36.936634
102.317,0.002327,0.001021,0.017886,34.303652
102.527,0.002363,-0.000912,0.015572,33.362155
102.648,0.002347,-0.000053,0.020147,36.193486
102.768,0.001563,-0.002111,0.017769,34.812718
102.908,0.002465,-0.00137,0.01415,33.909991
103.038,0.002174,-0.000119,0.008701,34.215468
103.148,0.001703,-0.001513,0.009418,33.662066
103.299,0.002738,-0.00213,0.007019,34.521733
103.419,0.002357,-0.000694,0.004441,34.55786
103.629,0.002102,-0.00192,0.007748,34.024006
103.749,0.001971,0.000034,0.007709,36.023356
103.929,0.002406,-0.001808,0.003835,37.641754
104.05,0.002256,-0.001055,0.004457,35.692466
104.18,0.001985,-0.001526,0.00451,35.939532
104.31,0.002591,-0.002613,0.006003,35.33841
104.44,0.002249,-0.000934,0.005517,34.915278
104.56,0.002389,-0.000781,0.006527,34.729265
104.691,0.002358,-0.002289,0.009669,35.663829
104.811,0.002307,-0.000234,0.010231,33.740326
104.951,0.002104,0.000651,0.009433,36.031287
105.081,0.002385,-0.001658,0.008612,35.007542
105.241,0.001947,0.001327,0.006537,36.292104
105.362,0.001954,0.000109,0.00498,35.379383
105.492,0.002189,0.000405,0.004756,35.877227
105.622,0.001613,-0.000326,0.003895,35.22952
105.752,0.001713,0.000005,0.004498,32.892693
105.882,0.002128,-0.00031,0.003014,34.255629
106.002,0.001774,-0.000361,0.001442,32.736059
106.133,0.002144,0.000889,0.000231,34.048701
106.263,0.001617,0.000325,-0.000616,35.131018
106.393,0.002137,0.000025,-0.000481,34.570358
106.513,0.001729,0.0004,-0.001122,34.621743
106.633,0.001677,0.001179,-0.003778,34.716349
106.774,0.00176,-0.000283,-0.006384,34.333007
106.904,0.001354,-0.000392,-0.008695,34.042997
107.014,0.001383,0.000427,-0.009243,33.001467
107.154,0.001396,0.000106,-0.01054,32.968239
107.284,0.00113,0.000519,-0.011226,32.84052
107.404,0.000961,0.00205,-0.013781,33.401504
107.545,0.00188,0.001875,-0.015528,33.899093
107.675,0.000902,0.001457,-0.014121,34.111331
107.785,0.000682,0.001856,-0.015639,34.708697
107.935,0.00122,0.001126,-0.016264,34.586915
108.055,0.000394,0.001107,-0.020162,33.063402
108.176,0.000556,0.001323,-0.021924,32.810909
108.316,0.001096,0.000697,-0.021453,33.389771
108.446,-0.000236,-0.000044,-0.020557,34.804625
108.566,0.000131,0.000888,-0.018399,34.994812
108.706,-0.000257,-0.000082,-0.016995,34.475706
108.826,-0.000714,-0.000651,-0.012696,34.307408
108.947,-0.000531,-0.000972,-0.007081,36.039194
109.087,-0.000801,-0.000712,-0.00057,34.578335
109.217,-0.000922,-0.001477,0.005391,35.387221
109.427,-0.001357,-0.001455,0.013529,34.96003
109.548,-0.001748,-0.001741,0.015902,33.578938
109.688,-0.002015,-0.001425,0.017973,33.627957
109.818,-0.001574,-0.001354,0.017737,34.930443
109.938,-0.002895,-0.000509,0.020776,34.274064
110.068,-0.00215,-0.000521,0.020961,33.995786
110.198,-0.002606,-0.000749,0.017381,37.104537
110.329,-0.001798,-0.001141,0.012931,35.263328
110.449,-0.002305,-0.000684,0.010896,35.854595
110.579,-0.003446,-0.002065,0.010461,34.851465
110.709,-0.0034,-0.000927,0.007537,35.666518
110.819,-0.002572,-0.001325,0.000054,34.800081
110.97,-0.002885,-0.00071,-0.007641,34.745821
111.09,-0.002793,-0.000856,-0.00946,33.243549
111.21,-0.003932,-0.001195,-0.009223,34.25614
111.35,-0.003582,-0.001017,-0.010042,36.274365
111.48,-0.003008,-0.000772,-0.015999,34.644397
111.641,-0.003213,-0.002009,-0.022573,34.809147
111.761,-0.003809,-0.001692,-0.022711,34.78844
111.891,-0.004332,-0.000889,-0.022033,34.913423
112.021,-0.004157,-0.001896,-0.020398,36.560248
112.151,-0.004552,-0.002568,-0.021923,34.80437
112.281,-0.00488,-0.003159,-0.01904,35.331106
112.402,-0.005131,-0.003558,-0.015002,36.983728
112.532,-0.006009,-0.0029,-0.010245,35.685718
112.662,-0.006516,-0.003106,-0.005172,35.853343
112.792,-0.006228,-0.003632,0.000432,36.825216
112.922,-0.006459,-0.00406,0.007422,36.7253
113.033,-0.008459,-0.005619,0.013184,34.490407
113.173,-0.007913,-0.006168,0.019315,34.884415
113.303,-0.008188,-0.004369,0.02002,34.880009
113.413,-0.008219,-0.004595,0.023375,35.406513
113.553,-0.008732,-0.003608,0.027337,34.651446
113.683,-0.00882,-0.004488,0.03014,33.928681
113.844,-0.008722,-0.005106,0.030178,34.391371
113.974,-0.008651,-0.003975,0.028762,35.438674
114.104,-0.009318,-0.004728,0.02319,34.788858
114.234,-0.009199,-0.004482,0.020592,33.270331
114.354,-0.009294,-0.002014,0.019375,33.819443
114.485,-0.00945,-0.001898,0.018706,32.439138
114.615,-0.009699,-0.001973,0.018133,34.545014
114.745,-0.010104,0.001255,0.022368,35.124038
114.875,-0.010102,0.001947,0.02089,35.173011
114.995,-0.010263,0.000819,0.022227,35.644003
115.126,-0.009914,0.00359,0.018752,33.569756
115.236,-0.010627,0.004603,0.017018,34.883882
115.386,-0.010975,0.004554,0.02238,35.361297
115.506,-0.011413,0.004275,0.023497,34.712709
115.626,-0.012141,0.003729,0.027807,33.890768
115.766,-0.012,0.003347,0.02669,34.457086
115.897,-0.012543,0.003192,0.028492,37.164339
116.057,-0.013455,0.004219,0.033518,35.591506
116.177,-0.013553,0.003676,0.035123,36.501305
116.307,-0.01372,0.002949,0.033332,34.78429
116.437,-0.014565,0.003086,0.030106,36.445213
116.568,-0.015013,0.003007,0.026913,36.395893
116.688,-0.014972,0.002662,0.033476,35.688315
116.818,-0.015334,0.002769,0.047076,35.228245
116.948,-0.014615,0.002617,0.077336,32.567344
117.078,-0.013094,0.002865,0.120518,33.93944
117.209,-0.010899,0.003832,0.159137,34.843349
117.329,-0.00792,0.003236,0.204824,34.283061
117.449,-0.00734,0.001214,0.258161,34.208581
117.589,-0.004161,0.002348,0.311083,35.354155
117.719,-0.000428,0.001331,0.360201,33.88998
117.829,0.00338,0.001772,0.410245,32.685556
117.97,0.008303,0.002325,0.458685,35.111354
118.1,0.013876,0.00209,0.514792,35.667423
118.32,0.022526,0.002472,0.624494,33.979137
118.44,0.028902,0.002416,0.673931,33.723607
118.581,0.032757,-0.001604,0.736475,33.602543
118.711,0.034608,0.003439,0.79604,34.6418
118.921,0.041462,0.0028,0.899036,33.402965
119.131,0.048943,0.000903,0.984397,34.566625
119.251,0.056866,0.002534,1.040543,33.761867
119.382,0.062481,-0.000802,1.088926,33.060365
119.512,0.069109,-0.001984,1.136177,31.768406
119.642,0.074139,-0.003153,1.167809,34.474871
119.762,0.07748,-0.00342,1.195317,34.079193
119.892,0.082723,-0.003737,1.222946,34.031333
120.023,0.083232,-0.004887,1.243875,33.020435
120.153,0.087625,-0.006115,1.261588,33.590091
120.283,0.088368,-0.008021,1.271425,32.809078
120.403,0.090738,-0.005863,1.278077,35.021965
120.533,0.095153,-0.006904,1.28477,33.829784
120.664,0.096992,-0.00751,1.291017,35.038707
120.794,0.097699,-0.005667,1.295827,34.010696
120.924,0.098129,-0.004567,1.296266,35.263838
121.044,0.096713,-0.003488,1.287332,34.21148
121.174,0.09536,-0.003782,1.280737,33.051623
121.304,0.092694,-0.001314,1.282284,33.270794
121.415,0.091249,-0.004651,1.285872,34.976656
121.565,0.090586,-0.002922,1.289832,34.555565
121.685,0.090041,-0.001671,1.284131,33.529664
121.805,0.09065,-0.002549,1.286459,34.080747
121.945,0.090568,-0.002187,1.290361,35.233299
122.076,0.090436,-0.00315,1.300592,33.39209
122.236,0.088912,-0.003543,1.312917,32.854248
122.356,0.088118,-0.006484,1.315861,33.780185
122.486,0.08781,-0.005113,1.320932,34.059901
122.616,0.087301,-0.010982,1.331233,33.699098
122.747,0.088089,-0.01545,1.344098,33.795142
122.877,0.086887,-0.014379,1.355008,33.783154
122.997,0.088019,-0.016996,1.366108,34.953654
123.127,0.090606,-0.018698,1.377252,33.080492
123.257,0.091299,-0.016049,1.394417,35.189961
123.387,0.091338,-0.015764,1.40867,33.045014
123.508,0.092921,-0.014676,1.42244,34.119818
123.628,0.093014,-0.012894,1.436494,32.030823
123.768,0.095643,-0.012922,1.450699,35.468053
123.898,0.096124,-0.009681,1.459792,35.331639
124.008,0.094934,-0.008864,1.469317,35.013942
124.149,0.096169,-0.008547,1.479054,33.729821
124.279,0.097446,-0.007431,1.488658,33.988899
124.439,0.096295,-0.009545,1.503848,34.120004
124.569,0.096266,-0.010826,1.51807,33.981039
124.699,0.096871,-0.012174,1.528528,33.028945
124.819,0.095977,-0.013976,1.535129,36.290782
124.95,0.096199,-0.016974,1.540645,33.413539
125.08,0.097177,-0.018803,1.549301,33.412495
125.21,0.096033,-0.019971,1.562795,32.749995
125.33,0.09632,-0.0207,1.568946,34.258829
125.46,0.094727,-0.019952,1.566496,34.875395
125.591,0.093536,-0.018914,1.560493,32.796092
125.721,0.091873,-0.016667,1.558029,33.913562
125.831,0.090559,-0.015673,1.553265,34.710274
125.971,0.088022,-0.012822,1.549135,34.59394
126.101,0.087386,-0.010413,1.538692,35.255908
126.222,0.085377,-0.006249,1.525171,35.34743
126.362,0.084569,-0.008128,1.519742,34.914258
126.492,0.081598,-0.003825,1.521919,35.056863
126.642,0.078011,0.004509,1.524402,35.914605
126.772,0.076728,-0.004451,1.523866,35.199979
126.902,0.077139,-0.00013,1.537704,34.964668
127.033,0.075021,-0.000204,1.537273,34.054475
127.153,0.075932,-0.004807,1.552839,35.769241
127.283,0.073157,-0.001588,1.559553,35.129742
127.413,0.072591,-0.01009,1.557167,35.4761
127.543,0.072382,-0.0078,1.572197,34.951799
127.674,0.070562,-0.009257,1.56738,37.031078
127.794,0.069574,-0.004983,1.580209,36.361644
127.924,0.069366,-0.005499,1.582104,34.994998
128.034,0.068708,-0.009091,1.589386,33.146763
128.184,0.069172,-0.009376,1.59139,36.059043
128.305,0.067987,-0.014641,1.599807,34.944611
128.425,0.06669,-0.016764,1.601804,36.604328
128.565,0.06669,-0.018391,1.605386,34.496296
128.695,0.06488,-0.021707,1.602148,35.841935
128.815,0.062553,-0.021246,1.596432,35.891765
128.955,0.062836,-0.020907,1.60009,33.93508
129.076,0.060779,-0.01764,1.601247,34.598346
129.246,0.061274,-0.010975,1.59971,34.824521
129.366,0.060594,-0.008937,1.596459,35.136652
129.496,0.060601,-0.004052,1.593139,36.663921
129.626,0.060278,-0.001905,1.592557,34.214517
