Time GX GY GZ
s m/s^2 m/s^2 m/s^2
215.43 0.47 -0.03 16.00
215.55 0.48 -0.04 16.07
215.69 0.47 -0.09 16.12
215.82 0.46 -0.09 16.14
216.021 0.45 -0.15 16.24
216.151 0.45 -0.18 16.23
216.261 0.44 -0.20 16.25
216.411 0.45 -0.22 16.30
216.541 0.44 -0.19 16.29
216.652 0.44 -0.17 16.33
216.792 0.44 -0.15 16.36
216.922 0.44 -0.13 16.40
217.042 0.44 -0.08 16.40
217.182 0.46 -0.06 16.42
217.302 0.47 -0.05 16.46
217.523 0.50 -0.02 16.52
217.723 0.52 0.04 16.52
217.853 0.53 0.03 16.58
217.983 0.53 0.05 16.60
218.114 0.54 0.05 16.62
218.234 0.55 0.01 16.67
218.364 0.55 0.01 16.66
218.494 0.55 -0.03 16.75
218.624 0.54 -0.08 16.72
218.745 0.54 -0.12 16.79
218.875 0.52 -0.15 16.82
219.005 0.52 -0.20 16.83
219.135 0.51 -0.22 16.92
219.265 0.51 -0.21 16.91
219.395 0.52 -0.21 16.97
219.516 0.53 -0.19 16.95
219.626 0.53 -0.17 16.99
219.776 0.53 -0.15 17.02
219.906 0.54 -0.14 17.01
220.016 0.54 -0.13 17.02
220.157 0.54 -0.09 17.01
220.287 0.55 -0.10 17.04
220.407 0.54 -0.07 17.02
220.547 0.55 -0.07 17.04
220.677 0.54 -0.07 17.07
220.838 0.55 -0.06 17.08
220.958 0.54 -0.05 17.09
221.088 0.55 -0.04 17.11
221.218 0.54 -0.05 17.12
221.348 0.53 -0.05 17.16
221.478 0.54 -0.07 17.10
221.599 0.53 -0.06 17.19
221.729 0.54 -0.05 17.14
221.859 0.54 -0.07 17.17
221.989 0.53 -0.08 17.14
222.109 0.54 -0.08 17.11
222.24 0.53 -0.09 17.16
222.37 0.54 -0.12 17.14
222.5 0.54 -0.11 17.15
222.61 0.55 -0.13 17.15
222.75 0.56 -0.15 17.14
222.88 0.58 -0.13 17.16
223.001 0.58 -0.12 17.14
223.141 0.59 -0.15 17.15
223.271 0.57 -0.10 17.16
223.381 0.61 -0.10 17.20
223.521 0.61 -0.06 17.19
223.652 0.61 -0.07 17.22
223.772 0.62 -0.04 17.20
223.912 0.61 -0.05 17.21
224.042 0.64 -0.02 17.20
224.152 0.64 -0.02 17.20
224.303 0.63 -0.04 17.25
224.423 0.65 -0.02 17.17
224.543 0.64 -0.02 17.25
224.683 0.65 -0.04 17.21
224.813 0.65 -0.05 17.22
225.024 0.66 -0.07 17.26
225.154 0.66 -0.09 17.31
225.284 0.69 -0.02 17.18
225.404 0.66 -0.07 17.31
225.534 0.69 -0.06 17.21
225.665 0.68 -0.06 17.32
225.795 0.67 -0.11 17.35
225.915 0.70 -0.07 17.27
226.035 0.69 -0.08 17.36
226.175 0.70 -0.06 17.32
226.305 0.72 -0.06 17.42
226.416 0.71 -0.05 17.37
226.556 0.72 -0.02 17.43
226.686 0.71 -0.05 17.42
226.846 0.70 -0.03 17.45
226.976 0.72 -0.05 17.51
227.107 0.72 -0.06 17.46
227.237 0.71 -0.05 17.55
227.357 0.73 -0.06 17.49
227.487 0.72 -0.07 17.50
227.617 0.72 -0.07 17.53
227.747 0.76 -0.03 17.42
227.878 0.74 -0.03 17.40
227.998 0.75 -0.02 17.32
228.128 0.75 -0.00 17.32
228.258 0.76 -0.03 17.38
228.388 0.77 -0.04 17.34
228.509 0.76 -0.07 17.42
228.629 0.77 -0.09 17.43
228.769 0.78 -0.11 17.44
228.899 0.76 -0.11 17.48
229.009 0.78 -0.12 17.46
229.15 0.79 -0.13 17.43
229.28 0.78 -0.12 17.46
229.4 0.80 -0.11 17.50
229.54 0.79 -0.11 17.47
229.67 0.81 -0.09 17.49
229.83 0.82 -0.05 17.50
229.951 0.82 -0.02 17.54
230.081 0.84 -0.02 17.59
230.211 0.85 0.01 17.61
230.341 0.86 0.02 17.61
230.461 0.87 0.02 17.64
230.592 0.87 0.04 17.61
230.722 0.88 0.03 17.57
230.832 0.88 0.05 17.55
230.972 0.89 0.04 17.51
231.102 0.89 0.03 17.44
231.222 0.89 0.02 17.39
231.363 0.88 -0.02 17.37
231.483 0.90 -0.01 17.29
231.653 0.90 -0.06 17.30
231.773 0.90 -0.06 17.22
231.903 0.89 -0.11 17.27
232.034 0.91 -0.13 17.21
232.164 0.90 -0.14 17.22
232.294 0.91 -0.15 17.29
232.414 0.92 -0.13 17.16
232.544 0.92 -0.19 17.17
232.675 0.93 -0.19 17.11
232.805 0.94 -0.16 17.16
232.925 0.95 -0.19 17.24
233.055 0.96 -0.15 17.26
233.185 0.97 -0.16 17.24
233.316 0.98 -0.08 17.14
233.446 0.98 -0.06 17.23
233.566 1.00 -0.04 17.23
233.696 1.02 -0.01 17.36
233.806 1.03 -0.01 17.36
233.956 1.04 0.02 17.44
234.087 1.04 0.02 17.48
234.197 1.06 0.04 17.47
234.337 1.05 0.05 17.46
234.467 1.05 0.06 17.37
234.627 1.06 0.05 17.32
234.758 1.07 0.06 17.18
234.888 1.06 0.04 17.17
235.008 1.08 0.04 17.19
235.138 1.09 0.06 17.16
235.268 1.08 0.06 17.24
235.398 1.09 0.04 17.16
235.519 1.10 0.03 17.15
235.649 1.09 -0.00 17.07
235.779 1.11 -0.05 17.09
235.909 1.11 -0.06 17.11
236.019 1.12 -0.10 17.09
236.16 1.11 -0.12 17.13
236.29 1.13 -0.14 17.10
236.41 1.14 -0.15 17.18
236.55 1.13 -0.17 17.20
236.67 1.15 -0.18 17.22
236.831 1.17 -0.17 17.28
236.961 1.17 -0.20 17.31
237.091 1.18 -0.18 17.33
237.221 1.19 -0.16 17.32
237.341 1.20 -0.17 17.25
237.471 1.21 -0.14 17.23
237.602 1.22 -0.11 17.17
237.732 1.22 -0.13 17.21
237.862 1.24 -0.08 17.36
237.992 1.27 -0.13 17.24
238.112 1.24 -0.13 17.23
238.243 1.27 -0.11 17.24
238.373 1.28 -0.05 17.21
238.503 1.30 -0.02 17.43
238.613 1.33 0.05 17.38
238.753 1.32 0.08 17.47
238.884 1.34 0.05 17.36
238.994 1.35 0.08 17.32
239.144 1.35 0.06 17.26
239.264 1.35 0.07 17.18
239.424 1.35 0.06 17.12
239.554 1.34 0.05 16.99
239.685 1.37 0.04 17.00
239.815 1.36 0.02 16.95
239.945 1.37 0.04 17.03
240.065 1.39 0.05 17.06
240.195 1.40 0.05 17.04
240.326 1.42 -0.04 17.15
240.456 1.43 -0.09 17.20
240.586 1.42 -0.15 17.25
240.706 1.44 -0.21 17.22
240.836 1.45 -0.22 17.21
240.967 1.45 -0.27 17.20
241.097 1.48 -0.28 17.30
241.227 1.49 -0.28 17.31
241.347 1.48 -0.28 17.37
241.477 1.52 -0.20 17.30
241.587 1.53 -0.17 17.17
241.738 1.53 -0.13 17.11
241.858 1.54 -0.11 16.98
241.978 1.54 -0.06 16.90
242.118 1.55 -0.03 16.79
242.248 1.58 -0.03 16.77
242.429 1.58 -0.02 16.78
242.549 1.59 -0.01 16.73
242.679 1.63 0.01 16.68
242.809 1.63 0.00 16.68
242.939 1.63 0.02 16.63
243.06 1.65 -0.01 16.69
243.19 1.69 0.06 16.76
243.32 1.75 0.05 16.97
243.45 1.75 0.04 17.01
243.58 1.75 -0.01 16.99
243.69 1.77 -0.01 16.87
243.831 1.77 -0.01 16.70
243.961 1.77 -0.06 16.65
244.071 1.77 -0.09 16.65
244.221 1.76 -0.10 16.56
244.341 1.76 -0.08 16.31
244.462 1.75 -0.12 16.14
244.602 1.74 -0.13 15.92
244.732 1.71 -0.14 15.81
244.922 1.69 -0.14 15.63
245.052 1.64 -0.15 15.09
245.183 1.55 -0.19 14.25
245.313 1.46 -0.15 13.73
245.433 1.32 -0.19 12.90
245.563 1.20 -0.22 11.76
245.693 1.06 -0.21 10.55
245.823 0.95 -0.18 9.53
245.944 0.81 -0.15 8.67
246.064 0.72 -0.13 7.87
246.204 0.62 -0.09 6.89
246.334 0.56 -0.05 5.95
246.444 0.51 0.00 5.22
246.585 0.45 0.02 4.68
246.715 0.40 0.02 4.36
246.835 0.36 0.05 3.97
246.975 0.34 0.05 3.64
247.105 0.32 0.03 3.28
247.326 0.26 -0.00 3.09
247.446 0.23 -0.01 3.03
247.586 0.22 -0.03 2.92
247.706 0.20 -0.02 2.84
247.826 0.18 -0.04 2.82
247.967 0.16 -0.06 2.86
248.097 0.13 -0.08 2.84
248.257 0.10 -0.04 2.65
248.387 0.11 -0.08 2.45
248.507 0.08 -0.06 2.23
248.638 0.08 -0.04 2.18
248.768 0.06 -0.07 2.07
248.898 0.04 -0.07 1.94
249.028 0.05 -0.09 1.85
249.148 0.03 -0.07 1.78
249.278 0.02 -0.06 1.74
249.409 0.02 -0.04 1.68
249.539 0.00 0.00 1.57
249.649 0.01 -0.02 1.48
249.789 0.00 -0.01 1.41
249.919 -0.00 0.02 1.40
250.03 -0.00 0.00 1.39
250.18 -0.01 0.03 1.36
250.3 -0.00 0.05 1.34
250.42 0.00 0.05 1.26
250.56 -0.00 0.05 1.31
250.69 -0.02 0.06 1.29
250.851 -0.01 0.07 1.24
250.971 -0.01 0.04 1.21
251.101 -0.00 0.04 1.24
251.231 -0.01 0.03 1.27
251.361 -0.02 0.02 1.30
251.492 -0.01 -0.01 1.30
251.612 -0.02 0.02 1.24
251.742 -0.01 0.03 1.16
251.872 -0.01 0.02 1.16
252.002 -0.01 0.06 1.16
252.133 -0.01 0.04 1.09
252.243 -0.01 0.05 1.01
252.383 -0.01 0.04 0.89
252.513 -0.01 0.03 0.81
252.643 -0.01 0.03 0.72
252.773 -0.01 0.02 0.64
252.894 -0.01 0.02 0.56
253.014 -0.01 0.01 0.52
253.154 -0.01 0.00 0.51
253.284 -0.01 -0.01 0.46
253.404 -0.01 -0.03 0.42
253.545 -0.01 -0.03 0.33
253.675 -0.00 -0.04 0.28
253.785 -0.00 -0.03 0.25
253.925 -0.01 -0.02 0.26
254.055 -0.00 -0.02 0.27
254.175 -0.00 -0.01 0.24
254.316 0.00 0.00 0.22
254.446 0.00 -0.00 0.23
254.556 0.00 -0.01 0.23
254.696 -0.00 0.00 0.27
254.826 0.01 -0.00 0.27
255.027 0.00 0.00 0.30
255.157 0.00 0.00 0.35
255.277 0.01 0.01 0.37
255.407 0.00 -0.00 0.39
255.537 0.00 -0.00 0.41
255.668 0.01 0.01 0.41
255.798 0.00 -0.01 0.44
255.918 0.00 -0.01 0.44
256.048 0.00 0.00 0.45
256.178 0.00 0.00 0.44
256.309 0.01 -0.00 0.43
256.429 0.01 0.01 0.42
256.559 0.00 0.00 0.41
256.689 0.01 0.00 0.38
256.819 0.01 0.01 0.34
256.929 0.00 0.02 0.29
257.07 0.01 0.02 0.26
257.2 0.01 0.02 0.22
257.32 0.01 0.03 0.17
257.46 0.02 0.03 0.12
257.59 0.01 0.04 0.09
257.741 0.01 0.02 0.06
257.871 0.02 0.03 -0.00
258.001 0.01 0.02 -0.02
258.131 0.02 0.02 -0.06
258.261 0.02 0.02 -0.09
258.392 0.01 0.02 -0.11
258.512 0.02 0.03 -0.15
258.642 0.02 0.02 -0.20
258.772 0.02 0.03 -0.27
258.902 0.02 0.02 -0.28
259.022 0.02 0.02 -0.27
259.153 0.01 0.01 -0.24
259.283 0.02 0.01 -0.22
259.413 0.02 -0.00 -0.25
259.523 0.01 -0.01 -0.20
259.663 0.02 -0.02 -0.21
259.794 0.00 -0.03 -0.17
259.914 0.01 -0.02 -0.16
260.054 0.01 -0.03 -0.12
260.184 0.01 -0.02 -0.08
260.294 0.01 -0.00 -0.03
260.434 0.01 -0.02 -0.02
260.565 0.01 -0.02 -0.06
260.685 0.01 -0.02 -0.07
260.825 0.01 -0.03 -0.07
260.955 -0.00 -0.03 -0.03
261.125 0.01 -0.01 -0.01
261.256 0.01 -0.02 -0.01
261.376 0.01 -0.02 0.02
261.506 0.00 -0.03 0.10
261.626 -0.00 -0.03 0.09
261.766 -0.00 -0.02 0.08
261.897 0.01 -0.02 0.02
262.007 0.00 -0.01 0.00
262.147 -0.01 0.00 0.00
262.277 0.01 -0.01 0.02
262.397 -0.01 0.00 0.04
262.538 -0.00 -0.00 0.01
262.668 -0.00 -0.01 -0.01
262.828 -0.01 0.01 -0.02
262.948 -0.00 -0.00 -0.04
263.088 -0.01 -0.01 -0.08
263.219 -0.00 -0.00 -0.12
263.329 -0.00 -0.00 -0.15
263.469 -0.00 -0.02 -0.16
263.599 -0.01 -0.01 -0.16
263.719 -0.01 -0.01 -0.15
263.859 -0.01 -0.02 -0.13
263.99 -0.01 -0.01 -0.11
264.15 -0.01 -0.00 -0.11
264.28 -0.02 -0.02 -0.12
264.4 -0.02 -0.02 -0.13
264.53 -0.02 -0.02 -0.13
264.661 -0.02 -0.02 -0.10
264.791 -0.01 -0.02 -0.09
264.921 -0.03 0.00 -0.07
265.041 -0.03 -0.01 -0.01
265.171 -0.03 -0.00 0.02
265.301 -0.04 -0.00 0.05
265.432 -0.03 0.00 0.07
265.562 -0.04 -0.00 0.09
265.682 -0.04 -0.01 0.08
265.812 -0.04 0.00 0.07
265.922 -0.04 -0.01 0.06
266.073 -0.04 -0.01 0.05
266.193 -0.04 -0.02 0.03
266.313 -0.05 -0.02 0.04
266.453 -0.05 -0.02 0.03
266.583 -0.06 -0.03 0.04
266.704 -0.05 -0.02 0.08
266.844 -0.06 -0.03 0.04
266.964 -0.06 -0.01 0.03
267.124 -0.06 -0.01 0.04
267.254 -0.06 -0.00 0.01
267.384 -0.07 0.00 0.05
267.515 -0.07 0.01 0.06
267.635 -0.07 0.02 0.05
267.765 -0.07 0.03 -0.00
267.895 -0.06 0.00 0.01
268.025 -0.08 0.02 -0.02
268.156 -0.07 0.02 -0.01
268.286 -0.07 0.00 0.03
268.406 -0.09 0.03 0.04
268.536 -0.08 0.05 0.08
268.666 -0.07 0.02 0.01
268.787 -0.09 0.05 0.03
268.907 -0.07 0.04 0.04
269.047 -0.09 0.02 0.03
269.177 -0.10 0.02 0.03
269.337 -0.09 0.01 0.01
269.457 -0.10 -0.01 0.03
269.588 -0.11 -0.02 0.00
269.718 -0.10 -0.01 -0.02
269.848 -0.11 -0.02 -0.01
269.978 -0.11 -0.02 -0.05
270.098 -0.12 -0.01 0.02
270.229 -0.13 -0.01 0.10
270.359 -0.13 -0.03 0.10
270.489 -0.13 -0.01 0.19
270.619 -0.13 0.01 0.20
270.729 -0.12 -0.03 0.19
270.87 -0.13 0.01 0.30
271.0 -0.14 0.01 0.45
271.11 -0.13 0.02 0.70
271.25 -0.13 0.01 1.07
271.38 -0.12 -0.02 1.41
271.5 -0.10 -0.03 1.80
271.641 -0.08 -0.05 2.24
271.771 -0.07 -0.04 2.70
271.881 -0.07 -0.05 3.17
272.031 -0.06 -0.03 3.75
272.151 -0.02 -0.03 4.30
272.272 0.05 -0.05 4.82
272.412 0.09 -0.04 5.32
272.542 0.14 -0.03 5.80
272.712 0.21 -0.04 6.45
272.852 0.25 -0.02 6.88
272.983 0.30 0.02 7.31
273.103 0.35 0.03 7.83
273.243 0.40 0.02 8.26
273.373 0.45 0.08 8.81
273.483 0.49 0.09 9.16
273.623 0.49 0.10 9.56
273.754 0.58 0.09 9.99
273.924 0.65 0.07 10.49
274.054 0.70 0.04 11.02
274.184 0.74 0.04 11.38
274.314 0.83 0.00 11.69
274.425 0.87 -0.02 11.96
274.565 0.93 -0.01 12.22
274.695 0.96 -0.05 12.51
274.825 0.99 -0.07 12.77
274.955 1.05 -0.07 12.95
275.076 1.06 -0.09 13.06
275.196 1.10 -0.14 13.14
275.336 1.13 -0.14 13.28
275.466 1.13 -0.16 13.37
275.586 1.14 -0.18 13.42
275.726 1.12 -0.16 13.43
275.857 1.10 -0.16 13.42
275.967 1.09 -0.14 13.40
276.107 1.07 -0.11 13.44
276.237 1.06 -0.09 13.42
276.407 1.08 -0.04 13.50
276.548 1.09 -0.06 13.57
276.678 1.08 -0.02 13.54
276.798 1.05 -0.02 13.53
276.938 1.03 -0.01 13.48
277.068 1.00 0.01 13.51
277.179 0.97 -0.05 13.57
277.329 0.97 -0.02 13.60
277.449 0.97 -0.04 13.70
277.569 1.00 -0.04 13.79
277.709 1.00 -0.05 13.85
277.84 1.01 -0.06 14.00
278.01 1.00 -0.11 14.11
278.15 1.01 -0.12 14.16
278.28 0.99 -0.12 14.24
278.39 0.98 -0.19 14.29
278.541 0.98 -0.19 14.35
278.661 0.97 -0.20 14.35
278.821 0.99 -0.25 14.46
278.951 0.99 -0.23 14.57
279.081 0.99 -0.24 14.71
279.211 0.99 -0.24 14.74
279.332 0.96 -0.24 14.73
279.462 0.94 -0.21 14.65
279.592 0.94 -0.18 14.62
279.722 0.91 -0.15 14.62
279.852 0.90 -0.10 14.60
279.983 0.89 -0.07 14.56
280.103 0.88 -0.05 14.55
280.233 0.88 -0.02 14.55
280.363 0.86 -0.03 14.58
280.493 0.85 -0.03 14.58
280.603 0.86 -0.03 14.65
280.744 0.85 -0.03 14.68
280.874 0.85 -0.06 14.73
280.994 0.84 -0.04 14.75
281.134 0.83 -0.07 14.78
281.254 0.82 -0.07 14.78
281.375 0.82 -0.06 14.84
281.515 0.81 -0.06 14.82
281.645 0.80 -0.07 14.89
281.925 0.79 -0.05 14.89
282.056 0.77 -0.08 14.88
282.186 0.76 -0.06 14.91
282.306 0.74 -0.05 14.89
282.426 0.75 -0.07 14.91
282.566 0.74 -0.06 14.91
282.697 0.74 -0.08 15.01
282.807 0.74 -0.08 15.09
282.947 0.74 -0.08 15.17
283.077 0.74 -0.09 15.21
283.197 0.72 -0.15 15.18
283.337 0.71 -0.20 15.20
283.468 0.71 -0.22 15.14
283.578 0.70 -0.23 15.12
283.718 0.68 -0.20 15.11
283.848 0.69 -0.22 15.10
284.028 0.67 -0.22 15.05
284.149 0.66 -0.19 14.96
284.279 0.64 -0.16 15.03
284.409 0.66 -0.17 15.01
284.539 0.64 -0.07 15.06
284.669 0.64 -0.14 15.02
284.79 0.65 -0.05 15.03
284.91 0.63 -0.07 14.98
285.05 0.61 -0.07 14.90
285.18 0.60 -0.06 14.87
285.29 0.58 -0.09 14.68
285.43 0.57 -0.03 14.57
285.561 0.57 -0.05 14.45
285.681 0.53 0.01 14.36
285.821 0.53 0.03 14.21
285.951 0.52 0.05 14.08
286.121 0.51 0.03 14.03
286.252 0.50 0.02 13.93
286.382 0.47 0.05 13.95
286.512 0.47 -0.00 13.85
286.632 0.46 -0.05 13.72
286.762 0.44 -0.08 13.68
286.893 0.42 -0.10 13.50
287.023 0.41 -0.12 13.52
287.153 0.41 -0.12 13.51
287.273 0.40 -0.12 13.57
287.383 0.39 -0.13 13.59
287.533 0.39 -0.17 13.58
287.664 0.38 -0.16 13.54
287.774 0.38 -0.18 13.59
287.914 0.38 -0.17 13.58
288.044 0.37 -0.19 13.68
288.325 0.38 -0.18 13.76
288.435 0.36 -0.18 13.88
288.585 0.37 -0.18 13.94
288.705 0.39 -0.18 14.05
288.825 0.38 -0.16 14.06
288.966 0.39 -0.16 14.09
289.096 0.38 -0.12 14.15
289.256 0.38 -0.13 14.23
289.386 0.40 -0.10 14.29
289.506 0.41 -0.08 14.32
289.636 0.41 -0.08 14.29
289.767 0.42 -0.03 14.28
289.897 0.42 0.02 14.32
290.017 0.42 0.04 14.36
290.147 0.42 0.06 14.36
290.277 0.42 0.07 14.46
290.408 0.42 0.09 14.47
290.528 0.41 0.07 14.57
290.648 0.41 0.07 14.60
290.788 0.42 0.07 14.65
290.918 0.41 0.03 14.73
291.049 0.41 0.03 14.73
291.169 0.41 -0.02 14.80
291.299 0.41 -0.04 14.80
291.419 0.39 -0.06 14.86
291.559 0.39 -0.10 14.94
291.689 0.38 -0.14 14.91
291.85 0.38 -0.16 14.99
291.97 0.37 -0.16 14.99
292.1 0.38 -0.20 15.04
292.23 0.38 -0.18 15.09
292.36 0.38 -0.18 15.09
292.481 0.38 -0.17 15.16
292.611 0.37 -0.14 15.10
292.741 0.38 -0.13 15.26
292.871 0.37 -0.11 15.22
293.001 0.37 -0.11 15.29
293.121 0.37 -0.07 15.28
293.242 0.38 -0.09 15.16
293.382 0.37 -0.10 15.13
293.512 0.36 -0.11 14.99
293.622 0.36 -0.15 14.88
293.762 0.35 -0.14 14.58
293.893 0.33 -0.15 14.48
294.053 0.31 -0.11 14.01
294.183 0.32 -0.11 13.63
294.313 0.32 -0.08 13.32
294.433 0.33 -0.07 13.08
294.564 0.33 -0.04 12.90
294.694 0.34 -0.01 12.84
294.824 0.36 0.01 12.80
294.954 0.37 0.03 12.81
295.074 0.38 0.01 12.75
295.204 0.37 0.01 12.53
295.335 0.39 0.00 12.12
295.465 0.38 0.04 11.70
295.595 0.37 0.03 11.32
295.715 0.38 0.02 11.02
295.835 0.38 0.01 10.79
295.976 0.38 -0.01 10.70
296.106 0.38 -0.04 10.69
296.236 0.38 -0.05 10.73
296.356 0.38 -0.07 10.88
296.486 0.39 -0.11 11.03
296.607 0.40 -0.14 11.30
296.747 0.40 -0.16 11.43
296.877 0.41 -0.17 11.63
296.987 0.42 -0.14 11.72
297.127 0.43 -0.14 11.88
297.257 0.43 -0.12 12.01
297.378 0.43 -0.10 12.08
297.518 0.45 -0.08 12.26
297.648 0.44 -0.05 12.31
297.758 0.45 -0.02 12.36
297.898 0.47 0.00 12.38
298.029 0.48 0.03 12.47
298.149 0.49 0.03 12.75
298.289 0.51 0.03 13.22
298.419 0.53 0.01 13.81
298.539 0.54 0.01 14.36
298.679 0.58 -0.04 14.99
298.8 0.61 -0.05 15.43
298.92 0.61 -0.10 15.87
299.06 0.63 -0.07 16.14
299.19 0.64 -0.09 16.31
299.35 0.65 -0.08 16.45
299.481 0.65 -0.10 16.47
299.601 0.65 -0.11 16.58
299.731 0.65 -0.09 16.59
299.861 0.65 -0.10 16.64
299.991 0.65 -0.10 16.75
300.122 0.67 -0.09 16.80
300.242 0.68 -0.07 16.97
300.372 0.69 -0.06 16.98
300.502 0.69 -0.03 17.14
300.632 0.68 -0.03 17.18
300.742 0.68 -0.03 17.29
300.883 0.68 -0.01 17.34
301.013 0.67 -0.01 17.35
301.123 0.69 -0.01 17.42
301.273 0.69 -0.03 17.42
301.393 0.69 -0.02 17.43
301.544 0.68 -0.05 17.44
301.674 0.67 -0.05 17.40
301.794 0.68 -0.05 17.38
301.944 0.65 -0.07 17.40
302.074 0.67 -0.09 17.36
302.205 0.66 -0.09 17.42
302.325 0.67 -0.09 17.38
302.455 0.68 -0.09 17.41
302.585 0.66 -0.07 17.39
302.715 0.67 -0.09 17.40
302.835 0.66 -0.05 17.43
302.966 0.66 -0.07 17.41
303.096 0.66 -0.06 17.42
303.226 0.66 -0.04 17.46
303.336 0.67 -0.05 17.42
303.476 0.65 -0.04 17.43
303.607 0.67 -0.03 17.35
303.727 0.66 -0.03 17.41
303.867 0.66 -0.05 17.39
303.997 0.67 -0.03 17.41
304.147 0.66 -0.03 17.42
304.278 0.68 -0.03 17.37
304.408 0.68 -0.03 17.37
304.538 0.66 -0.04 17.34
304.668 0.67 -0.05 17.31
304.788 0.66 -0.06 17.35
304.918 0.66 -0.05 17.33
305.049 0.66 -0.06 17.36
305.179 0.66 -0.07 17.28
305.299 0.67 -0.07 17.33
305.429 0.67 -0.06 17.28
305.539 0.67 -0.07 17.33
305.69 0.67 -0.06 17.34
305.81 0.67 -0.05 17.27
305.93 0.67 -0.06 17.35
306.07 0.68 -0.04 17.33
306.2 0.68 -0.02 17.34
306.421 0.70 -0.01 17.33
306.551 0.68 -0.02 17.30
306.681 0.70 -0.03 17.31
306.831 0.69 -0.02 17.30
306.951 0.70 -0.05 17.29
307.082 0.70 -0.05 17.30
307.202 0.70 -0.03 17.30
307.342 0.72 -0.04 17.25
307.472 0.71 -0.07 17.29
307.622 0.69 -0.08 17.35
307.753 0.71 -0.07 17.25
307.883 0.71 -0.06 17.36
308.013 0.71 -0.02 17.26
308.133 0.71 -0.02 17.31
308.263 0.72 -0.00 17.20
308.393 0.71 -0.04 17.21
308.524 0.72 -0.02 17.20
308.654 0.71 -0.05 17.13
308.774 0.71 -0.06 17.18
308.904 0.72 -0.03 17.09
309.034 0.72 -0.02 17.21
309.165 0.73 -0.00 17.20
309.295 0.73 -0.02 17.20
309.405 0.73 -0.01 17.22
309.545 0.74 -0.01 17.13
309.675 0.73 -0.03 17.24
309.795 0.75 -0.04 17.16
309.936 0.77 -0.07 17.25
310.066 0.74 -0.08 17.26
310.226 0.76 -0.13 17.27
310.346 0.77 -0.10 17.35
310.486 0.78 -0.09 17.37
310.617 0.79 -0.08 17.42
310.727 0.79 -0.07 17.41
310.877 0.80 -0.05 17.38
310.997 0.81 -0.02 17.39
311.117 0.81 -0.03 17.31
311.258 0.83 0.00 17.32
311.388 0.84 0.03 17.25
311.548 0.85 0.04 17.17
311.678 0.83 -0.00 17.28
311.798 0.85 -0.01 17.15
311.929 0.85 -0.04 17.27
312.059 0.86 -0.07 17.18
312.189 0.86 -0.07 17.22
312.319 0.85 -0.08 17.20
312.439 0.87 -0.09 17.07
312.569 0.87 -0.10 17.14
312.7 0.87 -0.09 17.03
312.83 0.88 -0.12 17.13
312.95 0.88 -0.14 17.03
313.08 0.89 -0.10 17.08
313.21 0.89 -0.11 17.13
313.321 0.90 -0.12 17.10
313.471 0.92 -0.09 17.12
313.591 0.92 -0.07 17.09
313.711 0.94 -0.04 17.15
313.851 0.94 -0.05 17.14
313.981 0.95 -0.03 17.19
314.102 0.96 -0.01 17.20
314.242 0.96 -0.02 17.22
314.362 0.98 -0.01 17.24
314.482 0.99 0.01 17.20
314.622 0.98 -0.04 17.27
314.753 1.01 -0.04 17.20
314.923 1.00 -0.04 17.23
315.053 1.01 -0.10 17.21
315.183 1.02 -0.09 17.20
315.303 1.01 -0.11 17.15
315.424 1.03 -0.12 17.13
315.564 1.03 -0.12 17.15
315.694 1.04 -0.14 17.15
315.804 1.05 -0.10 17.14
315.944 1.05 -0.10 17.25
316.075 1.06 -0.08 17.28
316.235 1.07 -0.08 17.28
316.365 1.09 -0.04 17.20
316.495 1.10 -0.01 17.26
316.615 1.12 0.04 17.25
316.745 1.13 0.07 17.26
316.876 1.14 0.07 17.34
317.006 1.15 0.07 17.34
317.136 1.15 0.08 17.41
317.256 1.18 0.07 17.47
317.386 1.17 0.12 17.53
317.517 1.19 0.13 17.52
317.647 1.20 0.09 17.58
317.777 1.20 0.07 17.56
317.897 1.21 0.02 17.47
318.017 1.20 -0.03 17.43
318.157 1.21 -0.07 17.35
318.288 1.20 -0.12 17.34
318.398 1.19 -0.15 17.31
318.538 1.21 -0.17 17.24
318.668 1.22 -0.19 17.27
318.788 1.22 -0.19 17.25
318.929 1.24 -0.23 17.36
319.059 1.25 -0.22 17.35
319.229 1.26 -0.20 17.43
319.359 1.29 -0.22 17.44
319.479 1.31 -0.23 17.51
319.61 1.32 -0.22 17.68
319.72 1.35 -0.19 17.67
319.87 1.36 -0.16 17.90
320.0 1.38 -0.11 17.85
320.11 1.40 -0.08 17.88
320.251 1.40 -0.07 17.73
320.381 1.41 -0.03 17.70
320.541 1.41 0.01 17.63
320.661 1.40 0.00 17.51
320.791 1.41 0.01 17.44
320.921 1.40 0.03 17.26
321.052 1.41 0.04 17.21
321.182 1.42 0.10 17.04
321.312 1.42 0.14 17.07
321.432 1.47 0.13 17.15
321.562 1.47 0.09 17.32
321.693 1.49 0.02 17.50
321.823 1.49 -0.04 17.54
321.953 1.51 -0.08 17.50
322.073 1.52 -0.09 17.38
322.203 1.52 -0.12 17.37
322.313 1.52 -0.15 17.39
322.464 1.53 -0.16 17.41
322.594 1.54 -0.18 17.36
322.704 1.55 -0.20 17.31
322.844 1.57 -0.20 17.29
322.974 1.58 -0.18 17.32
323.135 1.60 -0.17 17.34
323.255 1.62 -0.15 17.32
